Name,Position,Price,xMins,GW1,GW2,GW3,GW4,GW5,Total,Points/£M,Elite%
Adewumi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Banel,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Trésor,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Amdouni,FWD,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Penders,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Slonina,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Colwill,DEF,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.6%
M.Sarr,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Anselmino,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Mudryk,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Paez,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Matthews,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Chadi Riad,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Holding,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Doucouré,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Agbinone,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Ebiowei,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ozoh,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Rodney,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Umeh,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Nketiah,FWD,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.2%
Marsh,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Tyrer,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Dixon,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Bates,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Ebere,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Heath,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Metcalfe,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sherif,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Benda,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Amissah,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Harris,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Meslier,GK,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0%
Cairns,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Crew,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Gelhardt,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Gyabi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Mateo Joseph,FWD,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Pécsi,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Woodman,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Nallo,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Ramsay,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Luis Díaz,MID,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Doak,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
McConnell,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Morton,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Nyoni,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Darwin,FWD,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.8%
Danns,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Bettinelli,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Vitor Reis,DEF,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Echeverri,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Nypan,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Phillips,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Harrison,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Heaton,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Mee,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
D.Leon,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Rashford,MID,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Garnacho,MID,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Antony,MID,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Sancho,MID,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Fitzgerald,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
J.Fletcher,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Kone,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Moorhouse,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Wheatley,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Gillespie,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Odysseas,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
A.Murphy,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.8%
Ashby,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Pivas,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Antoñito C.,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Hayden,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
White,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Turner,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.9%
David Carmo,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Abbott,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Dominguez,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
O'Brien,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Moore,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.5%
Nna Noukeu,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Johnson,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Aleksić,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Ba,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
H.Jones,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Matete,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Abdullahi,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.8%
Luís Hemir,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Rusyn,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Austin,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Dragusin,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Phillips,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Takai,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Vuskovic,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.7%
Son,MID,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.4%
Maddison,MID,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.4%
Kulusevski,MID,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Moore,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Min-hyeok,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Olusesi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Lankshear,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.3%
Foderingham,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.7%
Hegyi,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Casey,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.6%
Earthy,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Orford,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Bentley,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0%
King,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2.2%
Meupiyou,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Guedes,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
B.Traore,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Edozie,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.4%
Gonzalez,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.5%
Hodge,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.2%
Chiwome,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Fraser,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2.4%
Josh Wilson-Esbrand,DEF,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Issa Kaboré,DEF,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ben Chilwell,DEF,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Hindolo Mustapha,MID,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Callum Doyle,DEF,99.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
